rank,company,revenue ($ millions),profit ($ millions)
1,Exxon Mobil,339938.0,36130.0
2,Wal-Mart Stores,315654.0,11231.0
3,General Motors,192604.0,-10600.0
4,Chevron,189481.0,14099.0
5,Ford Motor,177210.0,2024.0
6,ConocoPhillips,166683.0,13529.0
7,General Electric,157153.0,16353.0
8,Citigroup,131045.0,24589.0
9,American Intl. Group,108905.0,10477.0
10,Intl. Business Machines,91134.0,7934.0
11,Hewlett-Packard,86696.0,2398.0
12,Bank of America Corp.,83980.0,16465.0
13,Berkshire Hathaway,81663.0,8528.0
14,Home Depot,81511.0,5838.0
15,Valero Energy,81362.0,3590.0
16,McKesson,80514.6,-156.7
17,J.P. Morgan Chase & Co.,79902.0,8483.0
18,Verizon Communications,75111.9,7397.0
19,Cardinal Health,74915.1,1050.7
20,Altria Group,69148.0,10435.0
21,Kroger,60552.9,958.0
22,State Farm Insurance Cos,59223.9,3241.8
23,Marathon Oil,58958.0,3032.0
24,Procter & Gamble,56741.0,7257.0
25,Dell,55908.0,3572.0
26,Boeing,54848.0,2572.0
27,AmerisourceBergen,54589.6,264.6
28,Costco Wholesale,52935.2,1063.1
29,Target,52620.0,2408.0
30,Morgan Stanley,52498.0,4939.0
31,Pfizer,51353.0,8085.0
32,Johnson & Johnson,50514.0,10411.0
33,Sears Holdings,49124.0,858.0
34,Merrill Lynch,47783.0,5116.0
35,MetLife,46983.0,4714.0
36,Dow Chemical,46307.0,4515.0
37,UnitedHealth Group,45365.0,3300.0
38,Wellpoint,45136.0,2463.8
39,AT&T,43862.0,4786.0
40,Time Warner,43652.0,2905.0
41,Goldman Sachs Group,43391.0,5626.0
42,Lowe's,43243.0,2771.0
43,United Technologies,42725.0,3069.0
44,United Parcel Service,42581.0,3870.0
45,Walgreen,42201.6,1559.5
46,Wells Fargo,40407.0,7671.0
47,Albertson's,40397.0,446.0
48,Microsoft,39788.0,12254.0
49,Intel,38826.0,8664.0
50,Safeway,38416.0,561.1
51,Medco Health Solutions,37870.9,602.0
52,Lockheed Martin,37213.0,1825.0
53,CVS,37006.2,1224.7
54,Motorola,36843.0,4578.0
55,Caterpillar,36339.0,2854.0
56,Archer Daniels Midland,35943.8,1044.4
57,Wachovia Corp.,35908.0,6643.0
58,Allstate,35383.0,1765.0
59,Sprint Nextel,34680.0,1785.0
60,Caremark Rx,32991.3,932.4
61,PepsiCo,32562.0,4078.0
62,Lehman Brothers,32420.0,3260.0
63,Walt Disney,31944.0,2533.0
64,Prudential Financial,31708.0,3540.0
65,Plains All Amer. Pipeline,31177.3,217.8
66,Sunoco,31176.0,974.0
67,Northrop Grumman,30721.0,1400.0
68,Sysco,30281.9,961.5
69,American Express,30080.0,3734.0
70,FedEx,29363.0,1449.0
71,Honeywell Intl.,28862.0,1655.0
72,Ingram Micro,28808.3,216.9
73,DuPont,28491.0,2053.0
74,New York Life Insurance,28051.0,1421.6
75,Johnson Controls,28019.5,909.4
76,Best Buy,27433.0,984.0
77,Delphi,27201.0,-6369.0
78,Hartford Financial Services,27083.0,2274.0
