rank,company,revenue ($ millions),profit ($ millions)
1,General Motors,168828.6,6880.7
2,Ford Motor,137137.0,4139.0
3,Exxon Mobil,110009.0,6470.0
4,Wal-Mart Stores,93627.0,2740.0
5,AT&T,79609.0,139.0
6,Intl. Business Machines,71940.0,4178.0
7,General Electric,70028.0,6573.0
8,Mobil,66724.0,2376.0
9,Chrysler,53195.0,2025.0
10,Altria Group,53139.0,5450.0
11,Prudential Ins. Co. of America,41330.0,579.0
12,State Farm Insurance Cos,40809.9,1271.2
13,DuPont,37607.0,3293.0
14,Texaco,36787.0,607.0
15,Sears Roebuck,35181.0,1801.0
16,Kmart Holding,34654.0,-571.0
17,Procter & Gamble,33434.0,2645.0
18,ChevronTexaco,32094.0,930.0
19,Citicorp,31690.0,3464.0
20,Hewlett-Packard,31519.0,2433.0
21,PepsiCo,30421.0,1606.0
22,MetLife,27977.0,-559.4
23,Amoco,27665.0,1862.0
24,Motorola,27037.0,1781.0
25,American Intl. Group,25874.0,2510.4
26,ConAgra Foods,24108.9,495.6
27,Kroger,23937.8,302.8
28,Target,23516.0,311.0
29,Lockheed Martin,22853.0,682.0
30,United Technologies,22802.0,750.0
31,Allstate,22793.0,1904.0
32,Fannie Mae,22246.0,2372.0
33,Merrill Lynch,21513.0,1114.0
34,J.C. Penney,21419.0,838.0
35,United Parcel Service,21045.0,1043.0
36,Dow Chemical,20957.0,2078.0
37,BankAmerica Corp.,20386.0,2664.0
38,GTE,19957.0,-2144.0
39,International Paper,19797.0,1153.0
40,Boeing,19515.0,393.0
41,Xerox,18963.0,-472.0
42,Cigna,18955.0,211.0
43,Johnson & Johnson,18842.0,2403.0
44,Loews,18770.0,1765.7
45,American Stores,18308.9,316.8
46,Costco Wholesale,18247.3,133.9
47,Marathon Oil,18214.0,214.0
48,Coca-Cola,18018.0,2986.0
49,BellSouth,17886.0,-1232.0
50,Sara Lee,17719.0,804.0
51,Columbia/HCA Healthcare,17695.0,961.1
52,Fleming,17501.6,42.0
53,AMR,16910.0,167.0
54,Atlantic Richfield,16739.0,1376.0
55,Merck,16681.1,3335.2
56,Citigroup,16583.0,1834.0
57,Supervalu,16563.8,43.3
58,Safeway,16397.5,326.3
59,Bank of America Corp.,16298.0,1950.0
60,Intel,16202.0,3566.0
61,New York Life Insurance,16201.7,625.2
62,3M,16105.0,976.0
63,Caterpillar,16072.0,1136.0
64,Nabisco Group Holdings,16008.0,611.0
65,American Express,15841.0,1564.0
66,Home Depot,15470.4,731.5
67,Eastman Kodak,15269.0,1252.0
68,MCI Communications,15265.0,548.0
69,Federated Dept. Stores,15048.5,74.6
70,UAL,14943.0,349.0
71,Chase Manhattan Corp.,14884.0,1805.0
72,Compaq Computer,14755.0,789.0
73,Honeywell Intl.,14346.0,875.0
74,McDonnell Douglas,14332.0,-416.0
75,Georgia-Pacific,14292.0,1018.0
76,J.P. Morgan,13838.0,1296.0
77,Digital Equipment,13813.1,121.8
78,Kimberly-Clark,13788.6,33.2
79,Bristol-Myers Squibb,13767.0,1812.0
80,Sprint,13599.5,395.3
81,ConocoPhillips,13521.0,469.0
82,Lehman Brothers Hldgs.,13476.0,242.0
83,Verizon Communications,13429.5,1858.3
84,Ameritech,13427.8,2007.6
85,Nynex,13406.9,-1849.9
86,Wyeth,13376.1,1680.4
87,McKesson,13325.5,404.5
88,Goodyear Tire & Rubber,13165.9,611.0
89,Texas Instruments,13128.0,1088.0
90,Rockwell Automation,13009.0,742.0
91,Aetna,12978.0,251.7
92,Archer Daniels Midland,12671.9,795.9
93,SBC Communications,12669.7,-930.0
94,IBP,12667.6,257.9
95,Alcoa,12654.9,790.5
96,Albertson's,12585.0,465.0
97,Anheuser-Busch,12325.5,642.3
98,Delta Air Lines,12194.0,408.0
99,May Dept. Stores,12187.0,752.0
100,Hartford Financial Services,12150.0,559.0
101,Sysco,12118.0,251.8
102,Walt Disney,12112.1,1380.1
