rank,company,revenue ($ millions),profit ($ millions)
1,General Motors,101782.0,3551.0
2,Exxon Mobil,76416.0,4840.0
3,Ford Motor,71643.0,4625.0
4,Intl. Business Machines,54217.0,5258.0
5,Mobil,51223.0,1258.0
6,General Electric,39315.0,2915.0
7,Texaco,34372.0,-4407.0
8,AT&T,33598.0,2044.0
9,DuPont,30468.0,1786.0
10,Chrysler,26258.0,1290.0
11,ChevronTexaco,26015.0,1007.0
12,Altria Group,22279.0,1842.0
13,Shell Oil,20852.0,1230.0
14,Amoco,20174.0,1360.0
15,United Technologies,17170.0,592.0
16,Occidental Petroleum,17096.0,240.0
17,Procter & Gamble,17000.0,327.0
18,Atlantic Richfield,16281.0,1224.0
19,Nabisco Group Holdings,15868.0,1209.0
20,Boeing,15355.0,480.0
21,Tenneco Automotive,15075.0,-218.0
22,BP America,14611.0,564.0
23,Marathon Oil,13898.0,219.0
24,Dow Chemical,13377.0,1240.0
25,Eastman Kodak,13305.0,1178.0
26,McDonnell Douglas,13146.0,313.0
27,Rockwell Automation,12123.0,635.0
28,Honeywell Intl.,11597.0,656.0
29,PepsiCo,11500.0,595.0
30,Lockheed Martin,11370.0,421.0
31,Kraft,11011.0,489.0
32,ConocoPhillips,10721.0,35.0
33,CBS,10679.0,739.0
34,Xerox,10320.0,578.0
35,Goodyear Tire & Rubber,10123.0,771.0
36,Unisys,9713.0,578.0
37,3M,9429.0,918.0
38,Digital Equipment,9389.0,1137.0
39,General Dynamics,9344.0,437.0
40,Sara Lee,9155.0,267.0
41,ConAgra Foods,9002.0,149.0
42,Beatrice,8926.0,N.A.
43,Sunoco,8691.0,348.0
44,Georgia-Pacific,8603.0,458.0
45,ITT Industries,8551.0,1018.0
46,Unocal,8466.0,181.0
47,Anheuser-Busch,8258.0,615.0
48,Caterpillar,8180.0,350.0
49,Hewlett-Packard,8090.0,644.0
50,Johnson & Johnson,8012.0,833.0
51,Alcoa,7767.0,200.0
52,International Paper,7763.0,407.0
53,Raytheon,7659.0,445.0
54,Coca-Cola,7658.0,916.0
55,Monsanto,7639.0,436.0
56,LTV,7582.0,503.0
57,Coastal,7414.0,113.0
