rank,company,revenue ($ millions),profit ($ millions)
196,PG&E Corp.,12539,991
197,L-3 Communications,12476.9,526.1
198,Eaton,12370,950
199,Public Service Enterprise Group,12288,739
200,Colgate-Palmolive,12237.7,1353.4
201,Kinder Morgan,12208.0,71.9
202,"Toys ""R"" Us",12206.0,28.0
203,Marriott International,12160.0,608.0
204,Consolidated Edison,12137.0,737.0
205,United Auto Group,12109.9,124.7
206,Phelps Dodge,12090.2,3017.8
207,Marsh & McLennan,12069.0,990.0
208,ONEOK,11906.8,306.3
209,Bank of New York Co.,11891.0,3011.0
210,Sempra Energy,11850.0,1406.0
211,Williams,11812.9,308.5
212,FirstEnergy,11726.0,1254.0
213,General Mills,11640.0,1090.0
214,Aramark,11621.2,261.1
215,Circuit City Stores,11597.7,139.7
216,US Airways Group,11557.0,304.0
217,Smithfield Foods,11506.8,172.7
218,Viacom,11466.5,1592.1
219,Visteon,11418.0,-163.0
220,Omnicom Group,11376.9,864.0
221,Cummins,11362.0,715.0
222,Medtronic,11292.0,2546.7
223,American Standard,11208.2,541.0
224,EMC,11155.1,1224.0
225,Entergy,11066.6,1132.6
226,PPG Industries,11037.0,711.0
227,Genworth Financial,11029.0,1328.0
228,KB Home,11003.8,482.4
229,Reliant Energy,10985.4,-327.8
230,Sanmina-SCI,10955.4,-141.6
231,PNC Financial Services Group,10939.0,2595.0
232,Kellogg,10906.7,1004.1
233,Anadarko Petroleum,10904.0,4854.0
234,TXU,10856.0,2552.0
235,World Fuel Services,10785.1,63.9
236,Unum Group,10718.8,411.0
237,Amazon.com,10711.0,190.0
238,Progress Energy,10702.0,571.0
239,Devon Energy,10696.0,2846.0
240,Limited Brands,10670.6,675.7
241,Google,10604.9,3077.4
242,Schering-Plough,10594.0,1143.0
243,Solectron,10560.7,133.2
244,Genuine Parts,10457.9,475.4
245,Baxter International,10378.0,1397.0
246,Dean Foods,10339.0,225.4
247,Aon,10311.0,720.0
248,Ashland,10007.0,407.0
249,YRC Worldwide,9918.7,276.6
250,Principal Financial,9870.0,1064.3
251,Xcel Energy,9847.8,571.8
252,Echostar Communications,9818.5,608.3
253,ArvinMeritor,9810.0,-175.0
254,Harrah's Entertainment,9780.7,535.8
255,Dana,9724.0,-739.0
256,Alltel,9723.3,1129.4
257,Guardian Life of America,9693.7,431.0
258,Tenet Healthcare,9622.0,-803.0
259,TEPPCO Partners,9612.2,202.1
260,Danaher,9596.4,1122.0
261,CSX,9566.0,1310.0
262,Yum Brands,9561.0,824.0
263,State St. Corp.,9525.0,1106.0
264,Fidelity National Financial,9436.1,437.8
265,BB&T Corp.,9414.8,1528.5
266,Parker Hannifin,9407.6,673.2
267,Norfolk Southern,9407.0,1481.0
268,S&C Holdco 3,9350.0,-129.5
269,H.J. Heinz,9331.4,645.6
270,CenterPoint Energy,9319.0,432.0
271,R.R. Donnelley & Sons,9316.6,400.6
272,Automatic Data Proc.,9263.2,1554.0
273,Dollar General,9169.8,137.9
274,Applied Materials,9167.0,1516.7
275,Air Products & Chem.,9158.8,723.4
276,Southwest Airlines,9086.0,499.0
277,Lincoln National,9062.9,1315.6
278,Baker Hughes,9034.1,2419.0
279,DTE Energy,9024.0,433.0
280,OfficeMax,8965.7,91.7
281,Liberty Media,8948.0,840.0
282,Lucent Technologies,8796.0,527.0
283,Avon Products,8763.9,477.6
284,SLM,8751.2,1157.0
285,Sonic Automotive,8706.4,81.1
286,Nordstrom,8560.7,678.0
287,BJ's Wholesale Club,8524.2,72.0
288,Reynolds American,8510.0,1210.0
289,First American Corp.,8499.1,287.7
290,Pepco Holdings,8362.9,248.3
291,Praxair,8324.0,988.0
292,Rohm & Haas,8308.0,735.0
293,Apache,8288.8,2552.5
294,Fortune Brands,8255.0,830.1
295,ITT,8185.9,581.1
296,Hilton Hotels,8162.0,572.0
297,Ameriprise Financial,8140.0,631.0
298,SAIC,8127.0,461.0
299,Fifth Third Bancorp,8108.0,1188.0
300,Assurant,8070.6,717.4
301,Hertz Global Holdings,8058.4,115.9
302,Gannett,8033.4,1160.8
303,Smurfit-Stone Container,7944,-59
304,Mohawk Industries,7905.8,455.8
305,Winn-Dixie Stores,7878.2,-361.3
306,Energy Transfer Equity,7859.1,107.1
307,Dillard's,7849.4,245.6
308,Boston Scientific,7821,-3577
309,Sherwin-Williams,7809.8,576.1
310,Starbucks,7786.9,564.3
311,Campbell Soup,7778,766
312,Regions Financial,7756.4,1353.1
313,Coventry Health Care,7733.8,560
314,Terex,7647.6,399.9
315,MGM Mirage,7588,648.3
316,Commercial Metals,7555.9,356.3
317,Qualcomm,7526,2470
318,Owens-Illinois,7523.5,-27.5
319,KeyCorp,7507,1055
320,NiSource,7495.9,282.2
321,Eastman Chemical,7450,409
322,Jacobs Engineering Grp.,7421.3,196.9
323,Monsanto,7344,689
324,Smith International,7333.6,502
325,Chesapeake Energy,7325.6,2003.3
326,KeySpan,7181.6,434.2
327,Dover,7179.6,561.8
328,Crown Holdings,7140,309
329,Land O'Lakes,7102.3,88.7
330,Clear Channel Communications,7099.4,691.5
331,First Data,7076.4,1513.4
332,VF,7033.5,533.5
333,National Oilwell Varco,7025.8,684
334,Integrys Energy Group,6979.2,155.8
335,CIT Group,6927.7,1046
336,PPL,6904,865
337,Northeast Utilities,6897.4,470.6
338,American Family Ins. Grp.,6893.1,24.4
339,Ameren,6880,547
340,Liberty Global,6812.9,706.2
341,CMS Energy,6810,-79
342,CDW,6785.5,266.1
343,Newell Rubbermaid,6709.5,385
344,Calpine,6705.8,-1764.9
345,IAC/InterActiveCorp,6684.2,192.6
346,Celanese,6668,406
347,Virgin Media,6637.4,-983.8
348,Ball,6621.5,329.6
349,C.H. Robinson Worldwide,6556.2,266.9
350,MeadWestvaco,6530,93
351,Enbridge Energy Partners,6509,284.9
352,Est�e Lauder,6508.9,244.2
353,Omnicare,6493,183.6
354,Realogy,6492,365
355,Owens Corning,6461,8075
356,Black & Decker,6447.3,486.1
357,Yahoo,6425.7,751.4
358,Mellon Financial Corp.,6395,898
359,Family Dollar Stores,6394.8,195.1
360,Synnex,6343.5,51.4
361,Federal-Mogul,6326.4,-549.6
362,Ryder System,6306.6,249
363,Safeco,6289.9,880
364,Quest Diagnostics,6272.3,586.4
365,CarMax,6260,148.1
366,McGraw-Hill,6255.1,882.2
367,Dole Food,6219.3,-89
368,Interpublic Group,6190.8,-31.7
369,Harley-Davidson,6185.6,1043.2
370,Thrivent Financial for Lutherans,6164.6,548.5
371,NVR,6156.8,587.4
372,Atmos Energy,6152.4,147.7
373,Hovnanian Enterprises,6148.2,149.5
374,NCR,6142,382
375,Toll Brothers,6123.5,687.2
376,Autoliv,6118,402.3
377,Group 1 Automotive,6083.5,88.4
378,AK Steel Holding,6069,12
379,Allied Waste Industries,6028.8,160.9
380,Cablevision Systems,6006.7,-126.5
381,Starwood Hotels & Rsrts.,5979,1043
382,Brunswick,5971.3,133.9
383,eBay,5969.7,1125.6
384,AutoZone,5948.4,569.3
385,Ryerson,5908.9,71.8
386,Molson Coors Brewing,5902.8,361
387,Agilent Technologies,5891,3307
388,W.W. Grainger,5883.7,383.4
389,Charles Schwab,5880,1227
390,Goodrich,5878.3,482.1
391,Asbury Automotive Group,5863.1,60.7
392,Becton Dickinson,5834.8,752.3
393,Performance Food Group,5826.7,42.8
394,NRG Energy,5812,621
395,Pitney Bowes,5811.2,105.3
396,USG,5810,288
397,Bed Bath & Beyond,5809.6,572.8
398,Freeport-McMoRan Cpr. & Gld,5790.5,1456.5
399,Boise Cascade Holdings,5779.9,71.6
400,Unisys,5757.2,-278.7
401,Foot Locker,5750.0,251.0
402,Reliance Steel & Alum.,5748.4,354.5
403,Hormel Foods,5745.5,286.1
404,Darden Restaurants,5720.6,338.2
405,Avis Budget Group,5689.0,-1994.0
406,Mattel,5650.2,592.9
407,Advanced Micro Devices,5649.0,-166.0
408,Kelly Services,5639.0,63.5
409,Charter Communications,5613.0,-1370.0
410,Blockbuster,5611.3,54.7
411,Whole Foods Market,5607.4,203.8
412,Avery Dennison,5583.1,367.2
413,Tribune,5582.6,594.0
414,Temple-Inland,5581.0,468.0
415,Ross Stores,5570.2,241.6
416,Rockwell Automation,5561.4,607.0
417,Triad Hospitals,5537.9,222.3
418,Owens & Minor,5533.7,48.8
419,Leggett & Platt,5505.4,300.3
420,Beazer Homes USA,5462.0,388.8
421,AGCO,5435.0,-64.9
422,Stryker,5405.6,777.7
423,W.R. Berkley,5394.8,699.5
424,Affiliated Computer Svcs.,5353.7,358.8
425,Wesco International,5320.6,217.3
426,GameStop,5318.9,158.2
427,Mosaic,5305.8,-121.4
428,Timken,5301.5,222.5
429,Micron Technology,5272.0,408.0
430,Barnes & Noble,5261.3,150.8
431,Peabody Energy,5256.3,600.7
432,Pilgrim's Pride,5235.6,-34.2
433,Hexion Specialty Chemicals,5233.0,-109.0
434,Energy East,5230.7,259.8
435,UGI,5221.0,176.2
436,Pantry,5211.2,89.2
437,Pacific Life,5201.9,613.1
438,Henry Schein,5191.0,163.8
439,Corning,5174.0,1855.0
440,Avaya,5148.0,201.0
441,Marshall & Ilsley Corp.,5127.9,807.8
442,Lexmark International,5108.1,338.4
443,Longs Drug Stores,5097.1,74.5
444,Auto-Owners Insurance,5090.1,634.3
445,Franklin Resources,5050.7,1267.6
446,Peter Kiewit Sons',5049.0,39.0
447,Newmont Mining,5039.0,791.0
448,Emcor Group,5021.0,86.6
449,El Paso,5011.0,475.0
450,Graybar Electric,5009.1,57.4
451,Liz Claiborne,4994.3,254.7
452,Host Hotels & Resorts,4958.0,738.0
453,Hershey,4944.2,559.1
454,Anixter International,4938.6,209.3
455,Allegheny Technologies,4936.6,571.9
456,BlueLinx Holdings,4899.4,15.8
457,Ecolab,4895.8,368.6
458,DaVita,4880.7,289.7
459,H&R Block,4872.8,490.4
460,Western & Southern Financial,4838.1,387.4
461,MDC Holdings,4801.7,214.3
462,Frontier Oil,4796.0,379.3
463,Erie Insurance Group,4785.5,204.0
464,Shaw Group,4781.4,50.9
465,Level 3 Communications,4778.0,-744.0
466,RadioShack,4777.5,73.4
467,Ryland Group,4757.2,359.9
468,Aleris International,4748.8,70.3
469,Big Lots,4743.0,124.0
470,Jones Apparel Group,4742.8,-144.1
471,SPX,4723.0,170.7
472,Wm. Wrigley Jr.,4686.0,529.4
473,Tenneco,4685.0,51.0
474,Mirant,4684.0,1864.0
475,Clorox,4660.0,444.0
476,Nash-Finch,4631.6,-23.0
477,Expeditors Intl. of Washington,4626.0,235.1
478,Advance Auto Parts,4616.5,231.3
479,Sovereign Bancorp,4612.0,136.9
480,Constellation Brands,4603.4,325.3
481,BorgWarner,4585.4,211.6
482,XTO Energy,4576.0,1860.0
483,SCANA,4563.0,310.0
484,Cincinnati Financial,4550.0,930.0
485,United Stationers,4546.9,132.2
486,Fiserv,4544.2,449.9
487,Comerica,4539.0,893.0
488,Chiquita Brands Intl.,4499.1,-95.9
489,Mutual of Omaha Ins.,4497.6,80.2
490,Northern Trust Corp.,4473.0,665.4
491,Global Partners,4472.4,33.5
492,Western Union,4470.2,914.0
493,Conseco,4467.4,96.5
494,Community Health Sys.,4369.9,168.3
495,BJ Services,4367.9,804.6
496,M&T Bank Corp.,4359.9,839.2
497,Kindred Healthcare,4355.9,78.7
498,Western Digital,4341.3,394.6
499,Sealed Air,4327.9,274.1
500,SunGard Data Systems,4323.0,-118.0
