rank,company,revenue ($ millions),profit ($ millions)
1,General Motors,178174.0,6698.0
2,Ford Motor,153627.0,6920.0
3,Exxon Mobil,122379.0,8460.0
4,Wal-Mart Stores,119299.0,3526.0
5,General Electric,90840.0,8203.0
6,Intl. Business Machines,78508.0,6093.0
7,Chrysler,61147.0,2805.0
8,Mobil,59978.0,3272.0
9,Altria Group,56114.0,6310.0
10,AT&T,53261.0,4638.0
11,Boeing,45800.0,-178.0
12,Texaco,45187.0,2664.0
13,State Farm Insurance Cos,43957.0,3833.3
14,Hewlett-Packard,42895.0,3119.0
15,DuPont,41304.0,2405.0
16,Sears Roebuck,41296.0,1188.0
17,Citigroup,37609.0,3104.0
18,Prudential Ins. Co. of America,37073.0,610.0
19,ChevronTexaco,36376.0,3256.0
20,Procter & Gamble,35764.0,3415.0
21,Citicorp,34697.0,3591.0
22,Amoco,32836.0,2720.0
23,Kmart Holding,32183.0,249.0
24,Merrill Lynch,31731.0,1906.0
25,J.C. Penney,30546.0,566.0
26,American Intl. Group,30519.5,3332.3
27,Chase Manhattan Corp.,30381.0,3708.0
28,Verizon Communications,30193.9,2454.9
29,Motorola,29794.0,1180.0
30,TIAA-CREF,29348.4,1226.6
31,PepsiCo,29292.0,2142.0
32,Lockheed Martin,28069.0,1300.0
33,Fannie Mae,27776.9,3055.8
34,Target,27757.0,751.0
35,Morgan Stanley,27132.0,2586.0
36,Kroger,26567.3,411.7
37,Lucent Technologies,26360.0,541.0
38,Intel,25070.0,6945.0
39,Allstate,24949.0,3105.0
40,SBC Communications,24856.0,1474.0
41,United Technologies,24713.0,1072.0
42,Compaq Computer,24584.0,1855.0
43,MetLife,24374.0,1203.0
44,Home Depot,24155.7,1160.0
45,ConAgra Foods,24002.1,615.0
46,Merck,23636.9,4614.1
47,BankAmerica Corp.,23585.0,3210.0
48,GTE,23260.0,2793.6
49,Johnson & Johnson,22629.0,3303.0
50,Safeway,22483.8,557.4
51,Walt Disney,22473.0,1966.0
52,United Parcel Service,22458.0,909.0
53,Costco Wholesale,21874.4,312.2
54,Bank of America Corp.,21734.0,3077.0
55,Marathon Oil,21057.0,988.0
56,BellSouth,20561.0,3261.0
57,Enron,20273.0,105.0
58,International Paper,20096.0,-151.0
59,Cigna,20038.0,1086.0
60,Dow Chemical,20018.0,1808.0
61,Sara Lee,19734.0,1009.0
62,MCI Communications,19653.0,2.0
63,Loews,19647.8,793.6
64,Atlantic Richfield,19272.0,1771.0
65,American Stores,19138.9,280.6
66,Caterpillar,18925.0,1665.0
67,New York Life Insurance,18899.3,650.7
68,Coca-Cola,18868.0,4129.0
69,Columbia/HCA Healthcare,18819.0,-305.0
70,AMR,18570.0,985.0
71,Aetna,18540.2,901.1
72,Xerox,18166.0,1452.0
73,American Express,17760.0,1991.0
74,J.P. Morgan,17701.0,1465.0
75,UAL,17378.0,949.0
76,Nabisco Group Holdings,17057.0,381.0
77,Lehman Brothers Hldgs.,16883.0,647.0
78,Bristol-Myers Squibb,16701.2,3204.7
79,Ingram Micro,16581.5,193.6
80,Supervalu,16551.9,175.0
81,Duke Energy,16308.9,974.4
82,Ameritech,15998.0,2296.0
83,Federated Dept. Stores,15668.3,536.0
84,ConocoPhillips,15424.0,959.0
85,PG&E Corp.,15399.9,716.0
86,Fleming,15372.7,25.4
87,"MediaOne Group, Inc.",15352.0,697.0
88,Electronic Data Systems,15235.6,730.6
89,3M,15070.0,2121.0
90,Sprint,14873.9,952.5
91,Eastman Kodak,14713.0,5.0
92,Albertson's,14689.5,516.8
93,Honeywell Intl.,14472.0,1170.0
94,Sysco,14454.6,302.5
95,Freddie Mac,14399.0,1395.0
96,Wachovia Corp.,14329.0,1896.0
97,Massey Energy,14298.5,146.2
98,Wyeth,14196.0,2043.1
99,Archer Daniels Midland,13853.3,377.3
100,Raytheon,13673.5,526.8
101,Delta Air Lines,13590.0,854.0
102,Ashland,13567.0,279.0
103,Viacom,13504.5,793.6
104,Alcoa,13481.7,805.1
105,McKesson,13478.8,133.9
106,Northwestern Mutual,13429.9,689.1
107,Dynegy,13378.4,-102.5
108,Walgreen,13363.0,436.0
109,Hartford Financial Services,13305.0,1332.0
110,Time Warner,13294.0,246.0
111,Tosco,13281.6,212.7
112,IBP,13258.8,117.0
113,Bank One Corp.,13219.1,1305.7
114,Winn-Dixie Stores,13218.7,204.4
115,Goodyear Tire & Rubber,13155.1,558.7
116,Georgia-Pacific,13094.0,69.0
117,CVS,13086.5,37.7
118,Digital Equipment,13046.8,140.9
119,Deere,12791.4,960.1
120,May Dept. Stores,12685.0,775.0
121,Nationwide,12644.4,805.6
122,Southern,12611.0,972.0
123,Kimberly-Clark,12546.6,901.5
124,Pfizer,12504.0,2213.0
125,Dell,12327.0,944.0
126,Emerson Electric,12298.6,1121.9
127,Bankers Trust Corp.,12176.0,866.0
128,Sodexho Marriott Services,12034.0,335.0
129,Abbott Laboratories,11883.5,2094.5
130,UnitedHealth Group,11794.0,460.0
131,Rockwell Automation,11759.0,644.0
132,Liberty Mutual Ins. Group,11670.0,521.0
133,Bergen Brunswig,11660.5,81.7
134,FedEx,11519.8,361.2
135,McDonald's,11408.8,1642.5
136,Johnson Controls,11387.4,288.5
137,Microsoft,11358.0,3454.0
138,Coca-Cola Enterprises,11278.0,171.0
139,Publix Super Markets,11224.4,354.6
140,Weyerhaeuser,11210.0,342.0
141,Anheuser-Busch,11066.2,1179.2
142,Occidental Petroleum,11061.0,-390.0
143,Toys `R` Us,11037.8,490.1
144,Union Pacific,11014.0,432.0
145,Cardinal Health,10968.0,181.1
146,TRW,10831.3,-48.5
147,CSX,10621.0,799.0
148,Texas Instruments,10562.0,1805.0
149,Textron,10544.0,558.0
150,Berkshire Hathaway,10430.0,1901.6
151,AutoNation,10305.6,439.7
152,Northwest Airlines,10225.8,596.5
153,Lowe's,10136.9,357.5
154,First Chicago NBD Corp.,10098.0,1525.0
155,Gillette,10062.1,1427.2
156,Bestfoods,9818.4,344.1
157,Wells Fargo,9659.7,1351.0
158,Coastal,9653.1,301.5
159,CBS,9632.0,549.0
160,Wells Fargo & Co.,9608.0,1155.0
161,Entergy,9561.7,247.7
162,Mass. Mutual Life Ins.,9551.2,351.8
163,Monsanto,9457.0,470.0
164,H.J. Heinz,9357.0,301.9
165,Waste Management,9273.4,-1176.1
166,Edison International,9235.1,700.0
167,Limited Brands,9188.8,217.4
168,Nike,9186.5,795.8
169,Northrop Grumman,9153.0,407.0
170,Farmland Industries,9147.5,N.A.
171,Colgate-Palmolive,9056.7,740.4
172,PacifiCare Health Sys.,8982.7,-21.7
173,Sunoco,8968.0,263.0
174,Seagate Technology,8940.0,658.0
175,American General,8927.0,542.0
176,Aquila,8926.3,122.1
177,Halliburton,8818.6,454.4
178,ITT Industries,8776.5,108.1
179,Dana,8770.3,369.1
180,Tenet Healthcare,8691.0,-254.0
181,Principal Financial,8666.0,454.0
182,Whirlpool,8617.0,-15.0
