rank,company,revenue ($ millions),profit ($ millions)
1,Wal-Mart Stores,408214.0,14335.0
2,Exxon Mobil,284650.0,19280.0
3,Chevron,163527.0,10483.0
4,General Electric,156779.0,11025.0
5,Bank of America Corp.,150450.0,6276.0
6,ConocoPhillips,139515.0,4858.0
7,AT&T,123018.0,12535.0
8,Ford Motor,118308.0,2717.0
9,J.P. Morgan Chase & Co.,115632.0,11728.0
10,Hewlett-Packard,114552.0,7660.0
11,Berkshire Hathaway,112493.0,8055.0
12,Citigroup,108785.0,-1606.0
13,Verizon Communications,107808.0,3651.0
14,McKesson,106632.0,823.0
15,General Motors,104589.0,N.A.
16,American International Group,103189.0,-10949.0
17,Cardinal Health,99612.9,1151.6
18,CVS Caremark,98729.0,3696.0
19,Wells Fargo,98636.0,12275.0
20,International Business Machines,95758.0,13425.0
21,UnitedHealth Group,87138.0,3822.0
22,Procter & Gamble,79697.0,13436.0
23,Kroger,76733.2,70.0
24,AmerisourceBergen,71789.0,503.4
25,Costco Wholesale,71422.0,1086.0
26,Valero Energy,70035.0,-1982.0
27,Archer Daniels Midland,69207.0,1707.0
28,Boeing,68281.0,1312.0
29,Home Depot,66176.0,2661.0
30,Target,65357.0,2488.0
31,WellPoint,65028.1,4745.9
32,Walgreen,63335.0,2006.0
33,Johnson & Johnson,61897.0,12266.0
34,State Farm Insurance Cos.,61479.6,766.7
35,Medco Health Solutions,59804.2,1280.3
36,Microsoft,58437.0,14569.0
37,United Technologies,52920.0,3829.0
38,Dell,52902.0,1433.0
39,Goldman Sachs Group,51673.0,13385.0
40,Pfizer,50009.0,8635.0
41,Marathon Oil,49403.0,1463.0
42,Lowe's,47220.0,1783.0
43,United Parcel Service,45297.0,2152.0
44,Lockheed Martin,45189.0,3024.0
45,Best Buy,45015.0,1003.0
46,Dow Chemical,44945.0,648.0
47,Supervalu,44564.0,-2855.0
48,Sears Holdings,44043.0,235.0
49,International Assets Holding,43604.4,27.6
50,PepsiCo,43232.0,5946.0
51,MetLife,41098.0,-2246.0
52,Safeway,40850.7,-1097.5
53,Kraft Foods,40386.0,3021.0
54,Freddie Mac,37614.0,-21553.0
55,Sysco,36853.3,1055.9
56,Apple,36537.0,5704.0
57,Walt Disney,36149.0,3307.0
58,Cisco Systems,36117.0,6134.0
59,Comcast,35756.0,3638.0
60,FedEx,35497.0,98.0
61,Northrop Grumman,35291.0,1686.0
62,Intel,35127.0,4369.0
63,Aetna,34764.1,1276.5
64,New York Life Insurance,34014.3,682.7
65,Prudential Financial,32688.0,3124.0
66,Caterpillar,32396.0,895.0
67,Sprint Nextel,32260.0,-2436.0
68,Allstate,32013.0,854.0
69,General Dynamics,31981.0,2394.0
70,Morgan Stanley,31515.0,1346.0
71,Liberty Mutual Insurance Group,31094.0,1023.0
72,Coca-Cola,30990.0,6824.0
73,Humana,30960.4,1039.7
74,Honeywell International,30908.0,2153.0
75,Abbott Laboratories,30764.7,5745.8
76,News Corp.,30423.0,-3378.0
77,HCA,30052.0,1054.0
78,Sunoco,29630.0,-329.0
79,Hess,29569.0,740.0
80,Ingram Micro,29515.4,202.1
81,Fannie Mae,29065.0,-71969.0
82,Time Warner,28842.0,2468.0
83,Johnson Controls,28497.0,-338.0
84,Delta Air Lines,28063.0,-1237.0
85,Merck,27428.3,12901.3
86,DuPont,27328.0,1755.0
87,Tyson Foods,27165.0,-537.0
88,American Express,26730.0,2130.0
89,Rite Aid,26289.5,-2915.4
90,TIAA-CREF,26278.0,-459.1
91,CHS,25729.9,381.4
92,Enterprise GP Holdings,25510.9,204.1
93,Massachusetts Mutual Life Insurance,25423.6,-115.1
94,Philip Morris International,25035.0,6342.0
95,Raytheon,24881.0,1935.0
96,Express Scripts,24748.9,827.6
97,Hartford Financial Services,24701.0,-887.0
98,Travelers Cos.,24680.0,3622.0
99,Publix Super Markets,24515.0,1161.4
100,Amazon.com,24509.0,902.0
101,Staples,24275.5,738.7
102,Google,23650.6,6520.4
103,Macy's,23489.0,350.0
