rank,company,revenue ($ millions),profit ($ millions)
1,General Motors,126974.3,4224.3
2,Ford Motor,96932.6,3835.0
3,Exxon Mobil,86656.0,3510.0
4,Intl. Business Machines,63438.0,3758.0
5,General Electric,55264.0,3939.0
6,Mobil,50976.0,1809.0
7,Altria Group,39069.0,2946.0
8,Chrysler,36156.0,359.0
9,DuPont,35209.0,2480.0
10,Texaco,32416.0,2413.0
11,ChevronTexaco,29443.0,251.0
12,Amoco,24214.0,1610.0
13,Shell Oil,21703.0,1405.0
14,Procter & Gamble,21689.0,1206.0
15,Boeing,20276.0,973.0
16,Occidental Petroleum,20068.0,285.0
17,United Technologies,19765.5,702.1
18,Eastman Kodak,18546.0,529.0
19,Marathon Oil,17755.0,965.0
20,Dow Chemical,17730.0,2487.0
21,Xerox,17635.0,704.0
22,Atlantic Richfield,15905.0,1953.0
23,PepsiCo,15419.6,901.4
24,Nabisco Group Holdings,15224.0,-1149.0
25,McDonnell Douglas,14995.0,219.0
26,Tenneco Automotive,14439.0,584.0
27,Digital Equipment,12866.0,1072.6
28,CBS,12844.0,922.0
29,Rockwell Automation,12633.1,734.9
30,ConocoPhillips,12492.0,219.0
31,Honeywell Intl.,12021.0,528.0
32,3M,11990.0,1244.0
33,Hewlett-Packard,11899.0,829.0
34,Sara Lee,11738.3,410.5
35,International Paper,11378.0,864.0
36,ConAgra Foods,11340.4,197.9
37,Alcoa,11161.5,944.9
38,Caterpillar,11126.0,497.0
39,Goodyear Tire & Rubber,11044.7,206.8
40,Unocal,10417.0,260.0
41,Georgia-Pacific,10171.0,661.0
42,Weyerhaeuser,10105.6,341.1
43,Unisys,10096.9,-639.3
44,General Dynamics,10053.2,293.1
45,Lockheed Martin,9932.0,2.0
46,Sunoco,9927.0,98.0
47,Johnson & Johnson,9844.0,1082.0
48,Motorola,9620.0,498.0
49,Anheuser-Busch,9481.3,767.2
50,Bristol-Myers Squibb,9422.0,747.0
51,Coca-Cola,9170.8,1723.8
52,Raytheon,8796.1,528.8
53,Union Carbide,8744.0,573.0
54,Monsanto,8681.0,679.0
55,Coastal,8630.1,170.1
56,Unilever U.S.,8113.8,139.0
57,Archer Daniels Midland,8056.5,424.7
58,Ashland,8016.6,86.2
59,Time Warner,7642.0,-256.0
60,Borden Chemical,7593.4,-60.6
61,Textron,7440.1,259.2
62,TRW,7408.0,263.0
